 r_peak96.000000 r_peak_value1.680415 rr_pre_interval96.000000 rr_post_interval98.000000 p_onset3.000000 p_onset_val1.492136 p_peak76.000000 p_peak_val-0.145939 p_end79.000000 p_end_val-0.133384 qrs_onset86.000000 qrs_onset_val0.148638 qrs_end28.000000 qrs_end_val-0.190160 t_peak22.000000 t_peak_val0.000991 t_end98.000000 t_end_val0.299376
 r_peak16943.000000 r_peak_value0.638022 rr_pre_interval219.000000 rr_post_interval114.000000 p_onset8.000000 p_onset_val0.247850 p_peak90.000000 p_peak_val0.819246 p_end97.000000 p_end_val0.899451 qrs_onset104.000000 qrs_onset_val0.936223 qrs_end15.000000 qrs_end_val0.514762 t_peak67.000000 t_peak_val0.253572 t_end106.000000 t_end_val0.920800
 r_peak17057.000000 r_peak_value0.956835 rr_pre_interval114.000000 rr_post_interval218.000000 p_onset144.000000 p_onset_val-0.011474 p_peak174.000000 p_peak_val0.418054 p_end191.000000 p_end_val0.107304 qrs_onset206.000000 qrs_onset_val0.739638 qrs_end9.000000 qrs_end_val0.090282 t_peak35.000000 t_peak_val0.245127 t_end69.000000 t_end_val0.026160
 r_peak17275.000000 r_peak_value1.584121 rr_pre_interval218.000000 rr_post_interval376.000000 p_onset128.000000 p_onset_val-0.153278 p_peak231.000000 p_peak_val1.411175 p_end297.000000 p_end_val0.062932 qrs_onset365.000000 qrs_onset_val0.224312 qrs_end18.000000 qrs_end_val0.025391 t_peak224.000000 t_peak_val1.115627 t_end230.000000 t_end_val1.339969
 r_peak17651.000000 r_peak_value0.983686 rr_pre_interval376.000000 rr_post_interval1260.000000 p_onset741.000000 p_onset_val-0.005912 p_peak784.000000 p_peak_val1.049794 p_end816.000000 p_end_val-0.248152 qrs_onset1235.000000 qrs_onset_val0.030158 qrs_end9.000000 qrs_end_val-0.011504 t_peak577.000000 t_peak_val0.498809 t_end581.000000 t_end_val0.385486
 r_peak18911.000000 r_peak_value1.314846 rr_pre_interval1260.000000 rr_post_interval205.000000 p_onset139.000000 p_onset_val-0.097099 p_peak162.000000 p_peak_val0.034453 p_end167.000000 p_end_val0.032228 qrs_onset197.000000 qrs_onset_val0.735064 qrs_end18.000000 qrs_end_val-0.179339 t_peak120.000000 t_peak_val0.057619 t_end139.000000 t_end_val-0.097099
 r_peak19116.000000 r_peak_value1.457148 rr_pre_interval205.000000 rr_post_interval142.000000 p_onset26.000000 p_onset_val-0.390001 p_peak88.000000 p_peak_val0.067993 p_end103.000000 p_end_val-0.063400 qrs_onset119.000000 qrs_onset_val-0.123635 qrs_end16.000000 qrs_end_val-0.201864 t_peak82.000000 t_peak_val0.128181 t_end103.000000 t_end_val-0.063400
 r_peak19258.000000 r_peak_value1.215755 rr_pre_interval142.000000 rr_post_interval134.000000 p_onset0.000000 p_onset_val1.215755 p_peak85.000000 p_peak_val0.024862 p_end90.000000 p_end_val-0.015374 qrs_onset97.000000 qrs_onset_val-0.101346 qrs_end23.000000 qrs_end_val-0.398757 t_peak72.000000 t_peak_val0.094031 t_end130.000000 t_end_val1.074435
 r_peak19392.000000 r_peak_value1.427398 rr_pre_interval134.000000 rr_post_interval351.000000 p_onset310.000000 p_onset_val-0.006019 p_peak330.000000 p_peak_val0.078747 p_end325.000000 p_end_val-0.057067 qrs_onset332.000000 qrs_onset_val0.144938 qrs_end25.000000 qrs_end_val-0.409748 t_peak88.000000 t_peak_val0.043622 t_end111.000000 t_end_val-0.078905
 r_peak19743.000000 r_peak_value1.889156 rr_pre_interval351.000000 rr_post_interval358.000000 p_onset175.000000 p_onset_val0.134015 p_peak231.000000 p_peak_val0.911603 p_end274.000000 p_end_val-0.013179 qrs_onset343.000000 qrs_onset_val0.183327 qrs_end17.000000 qrs_end_val-0.191175 t_peak213.000000 t_peak_val0.500458 t_end230.000000 t_end_val0.896791
 r_peak20101.000000 r_peak_value1.019205 rr_pre_interval358.000000 rr_post_interval195.000000 p_onset88.000000 p_onset_val0.052320 p_peak117.000000 p_peak_val0.075030 p_end124.000000 p_end_val0.058494 qrs_onset177.000000 qrs_onset_val0.146019 qrs_end17.000000 qrs_end_val-0.270150 t_peak116.000000 t_peak_val0.079576 t_end124.000000 t_end_val0.058494
 r_peak20296.000000 r_peak_value1.010125 rr_pre_interval195.000000 rr_post_interval157.000000 p_onset58.000000 p_onset_val-0.225298 p_peak96.000000 p_peak_val-0.058024 p_end129.000000 p_end_val-0.232193 qrs_onset143.000000 qrs_onset_val-0.171614 qrs_end14.000000 qrs_end_val-0.273605 t_peak85.000000 t_peak_val-0.020219 t_end129.000000 t_end_val-0.232193
 r_peak20453.000000 r_peak_value1.155128 rr_pre_interval157.000000 rr_post_interval256.000000 p_onset154.000000 p_onset_val-0.398777 p_peak198.000000 p_peak_val0.009278 p_end201.000000 p_end_val-0.034186 qrs_onset240.000000 qrs_onset_val0.055925 qrs_end16.000000 qrs_end_val-0.232162 t_peak128.000000 t_peak_val1.277913 t_end161.000000 t_end_val-0.349169
 r_peak20709.000000 r_peak_value1.558857 rr_pre_interval256.000000 rr_post_interval189.000000 p_onset116.000000 p_onset_val-0.060486 p_peak163.000000 p_peak_val0.049859 p_end159.000000 p_end_val-0.001991 qrs_onset166.000000 qrs_onset_val-0.008041 qrs_end17.000000 qrs_end_val-0.280971 t_peak72.000000 t_peak_val0.078779 t_end116.000000 t_end_val-0.060486
 r_peak20898.000000 r_peak_value1.758462 rr_pre_interval189.000000 rr_post_interval136.000000 p_onset38.000000 p_onset_val-0.351083 p_peak88.000000 p_peak_val0.154860 p_end112.000000 p_end_val0.079375 qrs_onset123.000000 qrs_onset_val-0.009263 qrs_end16.000000 qrs_end_val-0.258732 t_peak80.000000 t_peak_val0.097509 t_end88.000000 t_end_val0.154860
 r_peak21034.000000 r_peak_value1.424578 rr_pre_interval136.000000 rr_post_interval245.000000 p_onset123.000000 p_onset_val1.612069 p_peak198.000000 p_peak_val0.064437 p_end219.000000 p_end_val-0.137458 qrs_onset228.000000 qrs_onset_val0.067431 qrs_end17.000000 qrs_end_val-0.304858 t_peak124.000000 t_peak_val1.629138 t_end199.000000 t_end_val0.057948
 r_peak21279.000000 r_peak_value1.548561 rr_pre_interval245.000000 rr_post_interval128.000000 p_onset69.000000 p_onset_val-0.019343 p_peak97.000000 p_peak_val0.011879 p_end102.000000 p_end_val-0.004421 qrs_onset109.000000 qrs_onset_val0.047867 qrs_end17.000000 qrs_end_val-0.440124 t_peak71.000000 t_peak_val-0.010205 t_end127.000000 t_end_val1.542929
 r_peak21407.000000 r_peak_value1.569198 rr_pre_interval128.000000 rr_post_interval299.000000 p_onset165.000000 p_onset_val-0.057228 p_peak191.000000 p_peak_val0.054495 p_end207.000000 p_end_val0.015126 qrs_onset276.000000 qrs_onset_val0.016254 qrs_end18.000000 qrs_end_val-0.255928 t_peak83.000000 t_peak_val0.061929 t_end102.000000 t_end_val-0.000032
 r_peak21706.000000 r_peak_value1.819531 rr_pre_interval299.000000 rr_post_interval433.000000 p_onset225.000000 p_onset_val0.656756 p_peak279.000000 p_peak_val0.421130 p_end282.000000 p_end_val0.339327 qrs_onset419.000000 qrs_onset_val0.208449 qrs_end21.000000 qrs_end_val-0.332021 t_peak227.000000 t_peak_val0.668480 t_end282.000000 t_end_val0.339327
 r_peak22139.000000 r_peak_value1.622962 rr_pre_interval433.000000 rr_post_interval247.000000 p_onset134.000000 p_onset_val0.161769 p_peak196.000000 p_peak_val0.528934 p_end228.000000 p_end_val0.103417 qrs_onset233.000000 qrs_onset_val-0.001505 qrs_end17.000000 qrs_end_val-0.197085 t_peak132.000000 t_peak_val0.311315 t_end152.000000 t_end_val-0.174876
 r_peak22386.000000 r_peak_value1.417100 rr_pre_interval247.000000 rr_post_interval127.000000 p_onset30.000000 p_onset_val-0.418888 p_peak77.000000 p_peak_val0.041268 p_end101.000000 p_end_val-0.168966 qrs_onset109.000000 qrs_onset_val-0.071849 qrs_end8.000000 qrs_end_val0.818887 t_peak75.000000 t_peak_val0.067194 t_end101.000000 t_end_val-0.168966
 r_peak22513.000000 r_peak_value1.558935 rr_pre_interval127.000000 rr_post_interval136.000000 p_onset1.000000 p_onset_val1.555721 p_peak82.000000 p_peak_val-0.016632 p_end105.000000 p_end_val-0.041884 qrs_onset125.000000 qrs_onset_val0.231487 qrs_end20.000000 qrs_end_val-0.449984 t_peak75.000000 t_peak_val0.081645 t_end105.000000 t_end_val-0.041884
 r_peak22649.000000 r_peak_value1.470484 rr_pre_interval136.000000 rr_post_interval233.000000 p_onset118.000000 p_onset_val1.498401 p_peak191.000000 p_peak_val0.037634 p_end204.000000 p_end_val-0.001521 qrs_onset225.000000 qrs_onset_val0.336615 qrs_end16.000000 qrs_end_val-0.351819 t_peak118.000000 t_peak_val1.498401 t_end190.000000 t_end_val0.023056
 r_peak22882.000000 r_peak_value1.445018 rr_pre_interval233.000000 rr_post_interval382.000000 p_onset316.000000 p_onset_val-0.026612 p_peak354.000000 p_peak_val0.054955 p_end351.000000 p_end_val0.031161 qrs_onset358.000000 qrs_onset_val0.003074 qrs_end8.000000 qrs_end_val0.727180 t_peak74.000000 t_peak_val0.081634 t_end104.000000 t_end_val-0.024483
 r_peak23264.000000 r_peak_value1.338086 rr_pre_interval382.000000 rr_post_interval208.000000 p_onset99.000000 p_onset_val0.073573 p_peak134.000000 p_peak_val1.055971 p_end165.000000 p_end_val-0.932540 qrs_onset172.000000 qrs_onset_val-0.178433 qrs_end18.000000 qrs_end_val-0.176945 t_peak98.000000 t_peak_val0.104122 t_end99.000000 t_end_val0.073573
 r_peak23472.000000 r_peak_value1.414404 rr_pre_interval208.000000 rr_post_interval603.000000 p_onset271.000000 p_onset_val-0.048134 p_peak370.000000 p_peak_val0.889261 p_end425.000000 p_end_val-0.026085 qrs_onset581.000000 qrs_onset_val0.071571 qrs_end38.000000 qrs_end_val0.463575 t_peak20.000000 t_peak_val1.352806 t_end85.000000 t_end_val-0.232976
 r_peak24075.000000 r_peak_value1.675487 rr_pre_interval603.000000 rr_post_interval151.000000 p_onset61.000000 p_onset_val-0.295988 p_peak103.000000 p_peak_val0.074543 p_end114.000000 p_end_val0.028806 qrs_onset134.000000 qrs_onset_val-0.073702 qrs_end16.000000 qrs_end_val-0.300815 t_peak85.000000 t_peak_val-0.044563 t_end101.000000 t_end_val0.064559
 r_peak24226.000000 r_peak_value1.386471 rr_pre_interval151.000000 rr_post_interval137.000000 p_onset1.000000 p_onset_val1.346268 p_peak83.000000 p_peak_val-0.010754 p_end106.000000 p_end_val-0.143827 qrs_onset122.000000 qrs_onset_val0.236706 qrs_end18.000000 qrs_end_val-0.197950 t_peak77.000000 t_peak_val0.047930 t_end101.000000 t_end_val-0.112526
 r_peak24363.000000 r_peak_value1.290593 rr_pre_interval137.000000 rr_post_interval362.000000 p_onset300.000000 p_onset_val0.017070 p_peak330.000000 p_peak_val0.064219 p_end339.000000 p_end_val-0.018870 qrs_onset344.000000 qrs_onset_val0.100472 qrs_end14.000000 qrs_end_val-0.316367 t_peak126.000000 t_peak_val1.065160 t_end169.000000 t_end_val-0.200874
 r_peak24725.000000 r_peak_value1.491540 rr_pre_interval362.000000 rr_post_interval159.000000 p_onset29.000000 p_onset_val-0.326894 p_peak106.000000 p_peak_val0.078432 p_end129.000000 p_end_val-0.081316 qrs_onset143.000000 qrs_onset_val-0.054421 qrs_end14.000000 qrs_end_val-0.203664 t_peak88.000000 t_peak_val0.095970 t_end91.000000 t_end_val0.085406
 r_peak24884.000000 r_peak_value1.541207 rr_pre_interval159.000000 rr_post_interval417.000000 p_onset358.000000 p_onset_val-0.027319 p_peak380.000000 p_peak_val0.058135 p_end382.000000 p_end_val0.012665 qrs_onset396.000000 qrs_onset_val0.012838 qrs_end17.000000 qrs_end_val-0.316599 t_peak117.000000 t_peak_val1.412117 t_end149.000000 t_end_val-0.456174
 r_peak25301.000000 r_peak_value1.670692 rr_pre_interval417.000000 rr_post_interval374.000000 p_onset202.000000 p_onset_val0.619153 p_peak225.000000 p_peak_val0.049092 p_end289.000000 p_end_val-0.051270 qrs_onset357.000000 qrs_onset_val0.120926 qrs_end19.000000 qrs_end_val-0.330546 t_peak207.000000 t_peak_val0.636866 t_end289.000000 t_end_val-0.051270
 r_peak25675.000000 r_peak_value1.513593 rr_pre_interval374.000000 rr_post_interval326.000000 p_onset169.000000 p_onset_val0.034747 p_peak200.000000 p_peak_val0.041489 p_end214.000000 p_end_val0.012789 qrs_onset315.000000 qrs_onset_val0.444370 qrs_end17.000000 qrs_end_val-0.255421 t_peak164.000000 t_peak_val0.035720 t_end171.000000 t_end_val0.019668
 r_peak26001.000000 r_peak_value1.661942 rr_pre_interval326.000000 rr_post_interval300.000000 p_onset234.000000 p_onset_val-0.055737 p_peak279.000000 p_peak_val0.063587 p_end270.000000 p_end_val-0.033483 qrs_onset277.000000 qrs_onset_val0.018069 qrs_end5.000000 qrs_end_val1.145970 t_peak84.000000 t_peak_val0.063690 t_end96.000000 t_end_val0.025554
 r_peak26301.000000 r_peak_value1.896629 rr_pre_interval300.000000 rr_post_interval520.000000 p_onset288.000000 p_onset_val0.598530 p_peak348.000000 p_peak_val0.321462 p_end394.000000 p_end_val-0.149857 qrs_onset500.000000 qrs_onset_val-0.132115 qrs_end22.000000 qrs_end_val-0.300014 t_peak223.000000 t_peak_val1.060047 t_end288.000000 t_end_val0.598530
 r_peak26821.000000 r_peak_value1.408810 rr_pre_interval520.000000 rr_post_interval152.000000 p_onset95.000000 p_onset_val-0.102257 p_peak128.000000 p_peak_val0.021238 p_end130.000000 p_end_val-0.001787 qrs_onset137.000000 qrs_onset_val0.082116 qrs_end16.000000 qrs_end_val-0.340799 t_peak86.000000 t_peak_val-0.056348 t_end95.000000 t_end_val-0.102257
 r_peak26973.000000 r_peak_value1.247460 rr_pre_interval152.000000 rr_post_interval244.000000 p_onset198.000000 p_onset_val-0.025826 p_peak215.000000 p_peak_val0.020991 p_end216.000000 p_end_val0.013483 qrs_onset227.000000 qrs_onset_val0.057243 qrs_end16.000000 qrs_end_val-0.215973 t_peak67.000000 t_peak_val0.087460 t_end138.000000 t_end_val-0.010797
 r_peak27217.000000 r_peak_value1.138230 rr_pre_interval244.000000 rr_post_interval302.000000 p_onset166.000000 p_onset_val0.167522 p_peak188.000000 p_peak_val0.178949 p_end197.000000 p_end_val0.128901 qrs_onset285.000000 qrs_onset_val0.019155 qrs_end17.000000 qrs_end_val-0.214310 t_peak169.000000 t_peak_val0.204357 t_end190.000000 t_end_val0.141222
 r_peak27519.000000 r_peak_value1.425644 rr_pre_interval302.000000 rr_post_interval310.000000 p_onset249.000000 p_onset_val-0.121225 p_peak289.000000 p_peak_val0.016564 p_end283.000000 p_end_val-0.047275 qrs_onset290.000000 qrs_onset_val0.037128 qrs_end16.000000 qrs_end_val-0.228212 t_peak78.000000 t_peak_val0.027121 t_end101.000000 t_end_val-0.025903
 r_peak27829.000000 r_peak_value1.697852 rr_pre_interval310.000000 rr_post_interval390.000000 p_onset160.000000 p_onset_val0.015297 p_peak234.000000 p_peak_val0.359058 p_end289.000000 p_end_val-0.034311 qrs_onset366.000000 qrs_onset_val-0.080126 qrs_end20.000000 qrs_end_val-0.337539 t_peak219.000000 t_peak_val0.884953 t_end289.000000 t_end_val-0.034311
 r_peak28219.000000 r_peak_value1.408382 rr_pre_interval390.000000 rr_post_interval233.000000 p_onset104.000000 p_onset_val-0.008434 p_peak175.000000 p_peak_val0.050203 p_end183.000000 p_end_val-0.004483 qrs_onset212.000000 qrs_onset_val0.042114 qrs_end17.000000 qrs_end_val-0.257009 t_peak86.000000 t_peak_val-0.005348 t_end104.000000 t_end_val-0.008434
 r_peak28452.000000 r_peak_value1.517885 rr_pre_interval233.000000 rr_post_interval184.000000 p_onset124.000000 p_onset_val-0.049640 p_peak160.000000 p_peak_val0.002883 p_end159.000000 p_end_val0.001489 qrs_onset166.000000 qrs_onset_val0.050706 qrs_end19.000000 qrs_end_val-0.377539 t_peak81.000000 t_peak_val0.056866 t_end107.000000 t_end_val-0.035830
 r_peak28636.000000 r_peak_value1.604026 rr_pre_interval184.000000 rr_post_interval226.000000 p_onset83.000000 p_onset_val0.014546 p_peak161.000000 p_peak_val0.025503 p_end164.000000 p_end_val-0.011958 qrs_onset206.000000 qrs_onset_val-0.064623 qrs_end16.000000 qrs_end_val-0.182930 t_peak82.000000 t_peak_val0.027399 t_end84.000000 t_end_val0.021772
 r_peak28862.000000 r_peak_value1.577570 rr_pre_interval226.000000 rr_post_interval163.000000 p_onset81.000000 p_onset_val0.043695 p_peak139.000000 p_peak_val0.060297 p_end143.000000 p_end_val0.050438 qrs_onset148.000000 qrs_onset_val0.125642 qrs_end16.000000 qrs_end_val-0.344578 t_peak84.000000 t_peak_val0.051658 t_end134.000000 t_end_val0.019450
 r_peak29025.000000 r_peak_value1.793071 rr_pre_interval163.000000 rr_post_interval317.000000 p_onset254.000000 p_onset_val-0.069062 p_peak293.000000 p_peak_val-0.033731 p_end295.000000 p_end_val-0.039938 qrs_onset299.000000 qrs_onset_val0.092225 qrs_end17.000000 qrs_end_val-0.247103 t_peak72.000000 t_peak_val0.081332 t_end123.000000 t_end_val-0.046358
 r_peak29342.000000 r_peak_value1.812631 rr_pre_interval317.000000 rr_post_interval177.000000 p_onset126.000000 p_onset_val-0.018697 p_peak156.000000 p_peak_val0.036709 p_end155.000000 p_end_val0.017132 qrs_onset162.000000 qrs_onset_val0.349968 qrs_end17.000000 qrs_end_val-0.404830 t_peak84.000000 t_peak_val-0.023150 t_end102.000000 t_end_val-0.041770
 r_peak29519.000000 r_peak_value1.858950 rr_pre_interval177.000000 rr_post_interval266.000000 p_onset170.000000 p_onset_val0.013810 p_peak200.000000 p_peak_val0.115361 p_end205.000000 p_end_val0.072100 qrs_onset247.000000 qrs_onset_val0.003273 qrs_end19.000000 qrs_end_val-0.255125 t_peak71.000000 t_peak_val0.060909 t_end148.000000 t_end_val-0.024418
 r_peak29785.000000 r_peak_value1.777398 rr_pre_interval266.000000 rr_post_interval277.000000 p_onset223.000000 p_onset_val-0.085766 p_peak254.000000 p_peak_val-0.009031 p_end246.000000 p_end_val-0.115549 qrs_onset253.000000 qrs_onset_val-0.037887 qrs_end18.000000 qrs_end_val-0.297194 t_peak85.000000 t_peak_val0.007669 t_end110.000000 t_end_val-0.062489
 r_peak30062.000000 r_peak_value1.828540 rr_pre_interval277.000000 rr_post_interval219.000000 p_onset164.000000 p_onset_val-0.049641 p_peak198.000000 p_peak_val0.013415 p_end195.000000 p_end_val-0.044735 qrs_onset202.000000 qrs_onset_val0.239480 qrs_end23.000000 qrs_end_val-0.376320 t_peak77.000000 t_peak_val-0.013264 t_end99.000000 t_end_val-0.139785
 r_peak30281.000000 r_peak_value1.306677 rr_pre_interval219.000000 rr_post_interval310.000000 p_onset252.000000 p_onset_val-0.026317 p_peak288.000000 p_peak_val0.098886 p_end277.000000 p_end_val0.000485 qrs_onset284.000000 qrs_onset_val0.015580 qrs_end15.000000 qrs_end_val-0.120267 t_peak70.000000 t_peak_val0.203792 t_end109.000000 t_end_val0.008932
 r_peak30591.000000 r_peak_value1.172602 rr_pre_interval310.000000 rr_post_interval418.000000 p_onset233.000000 p_onset_val0.740578 p_peak251.000000 p_peak_val0.228841 p_end290.000000 p_end_val-0.086771 qrs_onset410.000000 qrs_onset_val0.724609 qrs_end18.000000 qrs_end_val-0.165314 t_peak233.000000 t_peak_val0.740578 t_end290.000000 t_end_val-0.086771
 r_peak31009.000000 r_peak_value1.448058 rr_pre_interval418.000000 rr_post_interval240.000000 p_onset153.000000 p_onset_val-0.043983 p_peak175.000000 p_peak_val0.013543 p_end180.000000 p_end_val-0.006613 qrs_onset224.000000 qrs_onset_val0.118274 qrs_end11.000000 qrs_end_val-0.087634 t_peak85.000000 t_peak_val0.033838 t_end116.000000 t_end_val0.016784
 r_peak31249.000000 r_peak_value1.610644 rr_pre_interval240.000000 rr_post_interval329.000000 p_onset243.000000 p_onset_val-0.096192 p_peak272.000000 p_peak_val0.031801 p_end296.000000 p_end_val-0.033027 qrs_onset313.000000 qrs_onset_val0.217084 qrs_end17.000000 qrs_end_val-0.294889 t_peak72.000000 t_peak_val0.137102 t_end73.000000 t_end_val0.133090
 r_peak31578.000000 r_peak_value1.140878 rr_pre_interval329.000000 rr_post_interval272.000000 p_onset140.000000 p_onset_val-0.042677 p_peak171.000000 p_peak_val0.040017 p_end173.000000 p_end_val0.010141 qrs_onset253.000000 qrs_onset_val0.000657 qrs_end14.000000 qrs_end_val-0.142081 t_peak68.000000 t_peak_val0.082470 t_end70.000000 t_end_val0.077250
 r_peak31850.000000 r_peak_value1.549388 rr_pre_interval272.000000 rr_post_interval158.000000 p_onset81.000000 p_onset_val0.088686 p_peak114.000000 p_peak_val-0.011221 p_end131.000000 p_end_val-0.088887 qrs_onset145.000000 qrs_onset_val0.052539 qrs_end18.000000 qrs_end_val-0.305800 t_peak81.000000 t_peak_val0.088686 t_end113.000000 t_end_val-0.026315
 r_peak32008.000000 r_peak_value1.669717 rr_pre_interval158.000000 rr_post_interval236.000000 p_onset184.000000 p_onset_val-0.001194 p_peak215.000000 p_peak_val0.046550 p_end210.000000 p_end_val0.040216 qrs_onset217.000000 qrs_onset_val0.095375 qrs_end4.000000 qrs_end_val1.479467 t_peak70.000000 t_peak_val0.079561 t_end97.000000 t_end_val-0.183260
 r_peak32244.000000 r_peak_value1.805330 rr_pre_interval236.000000 rr_post_interval272.000000 p_onset189.000000 p_onset_val0.004845 p_peak224.000000 p_peak_val0.059549 p_end225.000000 p_end_val0.023530 qrs_onset253.000000 qrs_onset_val0.099172 qrs_end17.000000 qrs_end_val-0.279153 t_peak99.000000 t_peak_val0.042807 t_end164.000000 t_end_val0.031647
 r_peak32516.000000 r_peak_value2.040975 rr_pre_interval272.000000 rr_post_interval211.000000 p_onset167.000000 p_onset_val0.037554 p_peak186.000000 p_peak_val0.045752 p_end182.000000 p_end_val0.007288 qrs_onset189.000000 qrs_onset_val0.008730 qrs_end18.000000 qrs_end_val-0.237928 t_peak90.000000 t_peak_val0.012510 t_end136.000000 t_end_val-0.074750
