 r_peak670.000000 r_peak_value0.754263 rr_pre_interval670.000000 rr_post_interval211.000000 p_onset87.000000 p_onset_val-0.163854 p_peak127.000000 p_peak_val0.053889 p_end152.000000 p_end_val-0.272037 qrs_onset199.000000 qrs_onset_val-0.263700 qrs_end5.000000 qrs_end_val0.905251 t_peak20.000000 t_peak_val1.131756 t_end80.000000 t_end_val-0.142804
 r_peak28446.000000 r_peak_value2.159952 rr_pre_interval595.000000 rr_post_interval301.000000 p_onset259.000000 p_onset_val-0.166018 p_peak280.000000 p_peak_val-0.107757 p_end278.000000 p_end_val-0.137411 qrs_onset285.000000 qrs_onset_val-0.027898 qrs_end14.000000 qrs_end_val0.710330 t_peak117.000000 t_peak_val1.193636 t_end167.000000 t_end_val-0.266413
 r_peak28747.000000 r_peak_value2.350503 rr_pre_interval301.000000 rr_post_interval324.000000 p_onset235.000000 p_onset_val-0.116127 p_peak266.000000 p_peak_val0.174483 p_end298.000000 p_end_val-0.286834 qrs_onset309.000000 qrs_onset_val-0.306177 qrs_end36.000000 qrs_end_val-1.965941 t_peak134.000000 t_peak_val1.133307 t_end200.000000 t_end_val-0.199684
 r_peak29071.000000 r_peak_value2.042428 rr_pre_interval324.000000 rr_post_interval317.000000 p_onset127.000000 p_onset_val1.447902 p_peak209.000000 p_peak_val0.171039 p_end249.000000 p_end_val-0.411363 qrs_onset303.000000 qrs_onset_val-0.329062 qrs_end17.000000 qrs_end_val0.336191 t_peak127.000000 t_peak_val1.447902 t_end209.000000 t_end_val0.171039
 r_peak29388.000000 r_peak_value1.986786 rr_pre_interval317.000000 rr_post_interval608.000000 p_onset311.000000 p_onset_val1.586520 p_peak428.000000 p_peak_val1.566630 p_end487.000000 p_end_val-0.236803 qrs_onset600.000000 qrs_onset_val-0.189043 qrs_end16.000000 qrs_end_val0.470626 t_peak306.000000 t_peak_val2.057054 t_end345.000000 t_end_val-2.235499
 r_peak29996.000000 r_peak_value2.108402 rr_pre_interval608.000000 rr_post_interval296.000000 p_onset39.000000 p_onset_val-2.614468 p_peak181.000000 p_peak_val-0.182333 p_end214.000000 p_end_val-0.253088 qrs_onset275.000000 qrs_onset_val-0.303856 qrs_end19.000000 qrs_end_val-0.271410 t_peak120.000000 t_peak_val1.396256 t_end191.000000 t_end_val-0.226691
 r_peak30292.000000 r_peak_value2.079671 rr_pre_interval296.000000 rr_post_interval301.000000 p_onset227.000000 p_onset_val-0.217977 p_peak273.000000 p_peak_val0.079798 p_end287.000000 p_end_val0.009061 qrs_onset289.000000 qrs_onset_val-0.048322 qrs_end20.000000 qrs_end_val0.006710 t_peak124.000000 t_peak_val1.144597 t_end174.000000 t_end_val-0.189497
 r_peak30593.000000 r_peak_value2.007117 rr_pre_interval301.000000 rr_post_interval311.000000 p_onset198.000000 p_onset_val-0.196384 p_peak234.000000 p_peak_val0.152333 p_end274.000000 p_end_val-0.368416 qrs_onset297.000000 qrs_onset_val-0.342555 qrs_end23.000000 qrs_end_val-0.615031 t_peak125.000000 t_peak_val1.258507 t_end186.000000 t_end_val-0.201086
 r_peak30904.000000 r_peak_value2.038606 rr_pre_interval311.000000 rr_post_interval623.000000 p_onset317.000000 p_onset_val1.631272 p_peak446.000000 p_peak_val1.426821 p_end500.000000 p_end_val-0.351600 qrs_onset608.000000 qrs_onset_val-0.248465 qrs_end21.000000 qrs_end_val-0.246287 t_peak312.000000 t_peak_val2.052212 t_end350.000000 t_end_val-1.894558
 r_peak31527.000000 r_peak_value2.159748 rr_pre_interval623.000000 rr_post_interval318.000000 p_onset268.000000 p_onset_val-0.250172 p_peak293.000000 p_peak_val-0.204280 p_end297.000000 p_end_val-0.213793 qrs_onset302.000000 qrs_onset_val-0.202571 qrs_end10.000000 qrs_end_val1.315201 t_peak126.000000 t_peak_val1.173904 t_end195.000000 t_end_val-0.385941
 r_peak31845.000000 r_peak_value2.158777 rr_pre_interval318.000000 rr_post_interval241.000000 p_onset41.000000 p_onset_val-2.103183 p_peak145.000000 p_peak_val0.632743 p_end189.000000 p_end_val-0.111660 qrs_onset204.000000 qrs_onset_val-0.113667 qrs_end34.000000 qrs_end_val-1.544202 t_peak126.000000 t_peak_val1.022869 t_end189.000000 t_end_val-0.111660
 r_peak32086.000000 r_peak_value2.362948 rr_pre_interval241.000000 rr_post_interval312.000000 p_onset155.000000 p_onset_val-0.111174 p_peak219.000000 p_peak_val0.287148 p_end284.000000 p_end_val-0.011522 qrs_onset301.000000 qrs_onset_val0.297805 qrs_end18.000000 qrs_end_val0.045142 t_peak186.000000 t_peak_val0.126445 t_end207.000000 t_end_val0.225174
 r_peak32398.000000 r_peak_value2.330156 rr_pre_interval312.000000 rr_post_interval598.000000 p_onset299.000000 p_onset_val1.510767 p_peak417.000000 p_peak_val1.213922 p_end489.000000 p_end_val0.267859 qrs_onset589.000000 qrs_onset_val-0.344625 qrs_end15.000000 qrs_end_val0.411818 t_peak294.000000 t_peak_val1.959858 t_end333.000000 t_end_val-2.192554
 r_peak32996.000000 r_peak_value2.014388 rr_pre_interval598.000000 rr_post_interval315.000000 p_onset275.000000 p_onset_val-0.317915 p_peak294.000000 p_peak_val-0.270188 p_end296.000000 p_end_val-0.279483 qrs_onset300.000000 qrs_onset_val-0.251787 qrs_end9.000000 qrs_end_val1.111112 t_peak120.000000 t_peak_val1.410038 t_end209.000000 t_end_val-0.366942
 r_peak33311.000000 r_peak_value2.056959 rr_pre_interval315.000000 rr_post_interval322.000000 p_onset256.000000 p_onset_val-0.296738 p_peak301.000000 p_peak_val-0.182883 p_end300.000000 p_end_val-0.192883 qrs_onset307.000000 qrs_onset_val-0.158070 qrs_end18.000000 qrs_end_val0.255329 t_peak123.000000 t_peak_val1.506100 t_end209.000000 t_end_val-0.403664
 r_peak33633.000000 r_peak_value2.152023 rr_pre_interval322.000000 rr_post_interval612.000000 p_onset318.000000 p_onset_val1.794687 p_peak436.000000 p_peak_val1.311191 p_end494.000000 p_end_val-0.074359 qrs_onset594.000000 qrs_onset_val-0.192883 qrs_end16.000000 qrs_end_val0.550017 t_peak312.000000 t_peak_val2.220503 t_end350.000000 t_end_val-2.370202
 r_peak34245.000000 r_peak_value2.006395 rr_pre_interval612.000000 rr_post_interval601.000000 p_onset303.000000 p_onset_val1.546900 p_peak424.000000 p_peak_val1.223590 p_end560.000000 p_end_val-0.441456 qrs_onset587.000000 qrs_onset_val-0.350702 qrs_end18.000000 qrs_end_val-0.054263 t_peak298.000000 t_peak_val2.031806 t_end335.000000 t_end_val-2.165517
 r_peak34846.000000 r_peak_value1.992352 rr_pre_interval601.000000 rr_post_interval304.000000 p_onset35.000000 p_onset_val-2.204294 p_peak184.000000 p_peak_val-0.257821 p_end234.000000 p_end_val-0.357050 qrs_onset289.000000 qrs_onset_val-0.237914 qrs_end20.000000 qrs_end_val-0.413839 t_peak115.000000 t_peak_val1.603466 t_end177.000000 t_end_val-0.276254
 r_peak35150.000000 r_peak_value2.051052 rr_pre_interval304.000000 rr_post_interval625.000000 p_onset313.000000 p_onset_val1.642084 p_peak436.000000 p_peak_val1.163475 p_end500.000000 p_end_val-0.238388 qrs_onset610.000000 qrs_onset_val0.066880 qrs_end33.000000 qrs_end_val-2.121333 t_peak308.000000 t_peak_val2.112492 t_end347.000000 t_end_val-2.309796
 r_peak35775.000000 r_peak_value2.033307 rr_pre_interval625.000000 rr_post_interval913.000000 p_onset597.000000 p_onset_val-0.386663 p_peak619.000000 p_peak_val2.030187 p_end654.000000 p_end_val-2.006222 qrs_onset893.000000 qrs_onset_val-0.368133 qrs_end22.000000 qrs_end_val-0.648198 t_peak312.000000 t_peak_val1.988322 t_end350.000000 t_end_val-1.877978
 r_peak36688.000000 r_peak_value2.035912 rr_pre_interval913.000000 rr_post_interval598.000000 p_onset296.000000 p_onset_val1.718480 p_peak411.000000 p_peak_val1.423788 p_end477.000000 p_end_val-0.169273 qrs_onset586.000000 qrs_onset_val0.112117 qrs_end18.000000 qrs_end_val-0.266393 t_peak293.000000 t_peak_val2.063308 t_end326.000000 t_end_val-2.059858
 r_peak37286.000000 r_peak_value2.164782 rr_pre_interval598.000000 rr_post_interval322.000000 p_onset235.000000 p_onset_val-0.205217 p_peak265.000000 p_peak_val0.181601 p_end303.000000 p_end_val-0.346472 qrs_onset311.000000 qrs_onset_val-0.316002 qrs_end18.000000 qrs_end_val-0.069247 t_peak130.000000 t_peak_val1.319362 t_end191.000000 t_end_val-0.219433
 r_peak37608.000000 r_peak_value2.004139 rr_pre_interval322.000000 rr_post_interval318.000000 p_onset125.000000 p_onset_val1.326221 p_peak210.000000 p_peak_val0.238824 p_end277.000000 p_end_val-0.374466 qrs_onset304.000000 qrs_onset_val-0.358665 qrs_end14.000000 qrs_end_val0.654406 t_peak126.000000 t_peak_val1.331957 t_end210.000000 t_end_val0.238824
 r_peak37926.000000 r_peak_value2.023841 rr_pre_interval318.000000 rr_post_interval615.000000 p_onset313.000000 p_onset_val1.730452 p_peak427.000000 p_peak_val1.737229 p_end484.000000 p_end_val-0.254559 qrs_onset602.000000 qrs_onset_val-0.174999 qrs_end20.000000 qrs_end_val-0.389874 t_peak310.000000 t_peak_val2.032270 t_end350.000000 t_end_val-2.465253
 r_peak38541.000000 r_peak_value2.182525 rr_pre_interval615.000000 rr_post_interval294.000000 p_onset159.000000 p_onset_val-0.366549 p_peak183.000000 p_peak_val-0.252209 p_end227.000000 p_end_val-0.390923 qrs_onset278.000000 qrs_onset_val-0.337852 qrs_end19.000000 qrs_end_val-0.548148 t_peak117.000000 t_peak_val1.442435 t_end160.000000 t_end_val-0.354636
 r_peak38835.000000 r_peak_value2.361114 rr_pre_interval294.000000 rr_post_interval298.000000 p_onset253.000000 p_onset_val-0.313652 p_peak277.000000 p_peak_val0.026709 p_end283.000000 p_end_val-0.030581 qrs_onset285.000000 qrs_onset_val0.004655 qrs_end43.000000 qrs_end_val-1.883997 t_peak118.000000 t_peak_val1.430456 t_end164.000000 t_end_val-0.248026
 r_peak39133.000000 r_peak_value2.401127 rr_pre_interval298.000000 rr_post_interval611.000000 p_onset305.000000 p_onset_val1.593369 p_peak426.000000 p_peak_val1.482197 p_end475.000000 p_end_val-0.113630 qrs_onset594.000000 qrs_onset_val-0.350533 qrs_end19.000000 qrs_end_val-0.380219 t_peak301.000000 t_peak_val2.078214 t_end337.000000 t_end_val-1.945077
 r_peak39744.000000 r_peak_value1.986865 rr_pre_interval611.000000 rr_post_interval317.000000 p_onset276.000000 p_onset_val-0.284091 p_peak296.000000 p_peak_val-0.275375 p_end299.000000 p_end_val-0.274874 qrs_onset302.000000 qrs_onset_val-0.253714 qrs_end15.000000 qrs_end_val0.246114 t_peak125.000000 t_peak_val1.419432 t_end210.000000 t_end_val-0.313576
 r_peak40061.000000 r_peak_value1.997541 rr_pre_interval317.000000 rr_post_interval321.000000 p_onset279.000000 p_onset_val-0.291977 p_peak300.000000 p_peak_val-0.239343 p_end305.000000 p_end_val-0.222463 qrs_onset305.000000 qrs_onset_val-0.222463 qrs_end14.000000 qrs_end_val0.564172 t_peak126.000000 t_peak_val1.682009 t_end206.000000 t_end_val-0.350772
 r_peak40382.000000 r_peak_value1.989262 rr_pre_interval321.000000 rr_post_interval596.000000 p_onset309.000000 p_onset_val1.588449 p_peak423.000000 p_peak_val1.365864 p_end488.000000 p_end_val-0.043541 qrs_onset581.000000 qrs_onset_val0.032307 qrs_end17.000000 qrs_end_val-0.010674 t_peak303.000000 t_peak_val2.028856 t_end343.000000 t_end_val-2.522318
 r_peak40978.000000 r_peak_value1.988482 rr_pre_interval596.000000 rr_post_interval296.000000 p_onset195.000000 p_onset_val-0.046882 p_peak232.000000 p_peak_val0.163667 p_end266.000000 p_end_val-0.386255 qrs_onset283.000000 qrs_onset_val-0.366192 qrs_end18.000000 qrs_end_val-0.526754 t_peak116.000000 t_peak_val1.416801 t_end161.000000 t_end_val-0.133887
 r_peak41274.000000 r_peak_value1.906943 rr_pre_interval296.000000 rr_post_interval300.000000 p_onset120.000000 p_onset_val1.405706 p_peak191.000000 p_peak_val0.367573 p_end241.000000 p_end_val-0.342600 qrs_onset287.000000 qrs_onset_val-0.351755 qrs_end18.000000 qrs_end_val-0.256271 t_peak120.000000 t_peak_val1.405706 t_end191.000000 t_end_val0.367573
 r_peak41574.000000 r_peak_value1.912070 rr_pre_interval300.000000 rr_post_interval318.000000 p_onset38.000000 p_onset_val-2.246677 p_peak191.000000 p_peak_val-0.224798 p_end219.000000 p_end_val-0.312133 qrs_onset301.000000 qrs_onset_val-0.260988 qrs_end12.000000 qrs_end_val0.876568 t_peak127.000000 t_peak_val1.370166 t_end219.000000 t_end_val-0.312133
 r_peak41892.000000 r_peak_value1.929294 rr_pre_interval318.000000 rr_post_interval319.000000 p_onset261.000000 p_onset_val-0.322928 p_peak294.000000 p_peak_val-0.224731 p_end297.000000 p_end_val-0.241832 qrs_onset298.000000 qrs_onset_val-0.260829 qrs_end17.000000 qrs_end_val0.242161 t_peak128.000000 t_peak_val1.674673 t_end197.000000 t_end_val-0.295768
 r_peak42211.000000 r_peak_value2.014061 rr_pre_interval319.000000 rr_post_interval616.000000 p_onset317.000000 p_onset_val1.790471 p_peak436.000000 p_peak_val1.217754 p_end485.000000 p_end_val-0.214123 qrs_onset604.000000 qrs_onset_val0.078337 qrs_end18.000000 qrs_end_val-0.226442 t_peak313.000000 t_peak_val2.061459 t_end349.000000 t_end_val-1.810079
 r_peak42827.000000 r_peak_value2.283885 rr_pre_interval616.000000 rr_post_interval599.000000 p_onset308.000000 p_onset_val1.611882 p_peak420.000000 p_peak_val1.357339 p_end468.000000 p_end_val-0.137536 qrs_onset584.000000 qrs_onset_val-0.387664 qrs_end18.000000 qrs_end_val-0.074141 t_peak303.000000 t_peak_val2.132242 t_end342.000000 t_end_val-2.090155
 r_peak43426.000000 r_peak_value2.178761 rr_pre_interval599.000000 rr_post_interval297.000000 p_onset45.000000 p_onset_val-1.915018 p_peak179.000000 p_peak_val-0.071257 p_end239.000000 p_end_val-0.425518 qrs_onset282.000000 qrs_onset_val-0.367650 qrs_end38.000000 qrs_end_val-2.109610 t_peak120.000000 t_peak_val1.337723 t_end239.000000 t_end_val-0.425518
 r_peak43723.000000 r_peak_value2.320768 rr_pre_interval297.000000 rr_post_interval310.000000 p_onset196.000000 p_onset_val-0.268715 p_peak221.000000 p_peak_val-0.265203 p_end231.000000 p_end_val-0.294153 qrs_onset295.000000 qrs_onset_val-0.236523 qrs_end34.000000 qrs_end_val-1.555532 t_peak125.000000 t_peak_val1.627446 t_end185.000000 t_end_val-0.292868
 r_peak44033.000000 r_peak_value2.308760 rr_pre_interval310.000000 rr_post_interval314.000000 p_onset245.000000 p_onset_val-0.259702 p_peak293.000000 p_peak_val-0.180250 p_end298.000000 p_end_val-0.204890 qrs_onset301.000000 qrs_onset_val-0.134562 qrs_end21.000000 qrs_end_val-0.533247 t_peak127.000000 t_peak_val1.420882 t_end190.000000 t_end_val-0.305107
 r_peak44347.000000 r_peak_value2.204371 rr_pre_interval314.000000 rr_post_interval318.000000 p_onset252.000000 p_onset_val-0.309548 p_peak287.000000 p_peak_val-0.212776 p_end296.000000 p_end_val-0.226600 qrs_onset303.000000 qrs_onset_val-0.209311 qrs_end15.000000 qrs_end_val0.602036 t_peak130.000000 t_peak_val1.382116 t_end224.000000 t_end_val-0.299751
 r_peak44665.000000 r_peak_value2.433355 rr_pre_interval318.000000 rr_post_interval307.000000 p_onset226.000000 p_onset_val-0.237742 p_peak270.000000 p_peak_val-0.018619 p_end271.000000 p_end_val-0.020531 qrs_onset294.000000 qrs_onset_val-0.277537 qrs_end25.000000 qrs_end_val-0.757741 t_peak131.000000 t_peak_val1.104423 t_end180.000000 t_end_val-0.203087
 r_peak44972.000000 r_peak_value2.309344 rr_pre_interval307.000000 rr_post_interval297.000000 p_onset191.000000 p_onset_val-0.098683 p_peak219.000000 p_peak_val0.243966 p_end263.000000 p_end_val-0.424357 qrs_onset285.000000 qrs_onset_val-0.357742 qrs_end16.000000 qrs_end_val0.513608 t_peak124.000000 t_peak_val1.155380 t_end182.000000 t_end_val-0.093558
 r_peak45269.000000 r_peak_value2.130597 rr_pre_interval297.000000 rr_post_interval294.000000 p_onset116.000000 p_onset_val1.325671 p_peak180.000000 p_peak_val0.263195 p_end234.000000 p_end_val-0.357146 qrs_onset277.000000 qrs_onset_val-0.362133 qrs_end16.000000 qrs_end_val0.307823 t_peak115.000000 t_peak_val1.336078 t_end155.000000 t_end_val-0.008279
 r_peak45563.000000 r_peak_value2.020972 rr_pre_interval294.000000 rr_post_interval311.000000 p_onset269.000000 p_onset_val-0.316300 p_peak289.000000 p_peak_val-0.261677 p_end294.000000 p_end_val-0.234937 qrs_onset299.000000 qrs_onset_val-0.196897 qrs_end17.000000 qrs_end_val0.036113 t_peak127.000000 t_peak_val1.508949 t_end190.000000 t_end_val-0.312575
 r_peak45874.000000 r_peak_value2.004327 rr_pre_interval311.000000 rr_post_interval313.000000 p_onset256.000000 p_onset_val-0.254717 p_peak290.000000 p_peak_val-0.170187 p_end298.000000 p_end_val-0.187821 qrs_onset301.000000 qrs_onset_val-0.131348 qrs_end21.000000 qrs_end_val-0.405471 t_peak116.000000 t_peak_val1.244531 t_end199.000000 t_end_val-0.250221
 r_peak46187.000000 r_peak_value1.951302 rr_pre_interval313.000000 rr_post_interval311.000000 p_onset38.000000 p_onset_val-2.327914 p_peak188.000000 p_peak_val-0.148218 p_end200.000000 p_end_val-0.185207 qrs_onset299.000000 qrs_onset_val-0.171693 qrs_end13.000000 qrs_end_val0.862525 t_peak125.000000 t_peak_val1.288175 t_end181.000000 t_end_val-0.192341
 r_peak46498.000000 r_peak_value2.030643 rr_pre_interval311.000000 rr_post_interval311.000000 p_onset222.000000 p_onset_val-0.215079 p_peak283.000000 p_peak_val-0.009968 p_end293.000000 p_end_val-0.043432 qrs_onset297.000000 qrs_onset_val-0.105533 qrs_end17.000000 qrs_end_val0.337714 t_peak129.000000 t_peak_val1.381849 t_end222.000000 t_end_val-0.215079
 r_peak46809.000000 r_peak_value2.295877 rr_pre_interval311.000000 rr_post_interval305.000000 p_onset212.000000 p_onset_val-0.232289 p_peak232.000000 p_peak_val0.009137 p_end273.000000 p_end_val-0.383166 qrs_onset290.000000 qrs_onset_val-0.353323 qrs_end19.000000 qrs_end_val0.104655 t_peak129.000000 t_peak_val0.856533 t_end182.000000 t_end_val-0.213511
 r_peak47114.000000 r_peak_value2.430878 rr_pre_interval305.000000 rr_post_interval299.000000 p_onset126.000000 p_onset_val1.143790 p_peak185.000000 p_peak_val0.202068 p_end246.000000 p_end_val-0.382823 qrs_onset286.000000 qrs_onset_val-0.359311 qrs_end22.000000 qrs_end_val-0.227947 t_peak122.000000 t_peak_val1.204291 t_end166.000000 t_end_val-0.139768
 r_peak47413.000000 r_peak_value2.407665 rr_pre_interval299.000000 rr_post_interval298.000000 p_onset37.000000 p_onset_val-1.699030 p_peak182.000000 p_peak_val-0.238493 p_end245.000000 p_end_val-0.446643 qrs_onset283.000000 qrs_onset_val-0.370203 qrs_end15.000000 qrs_end_val0.203385 t_peak124.000000 t_peak_val1.355361 t_end245.000000 t_end_val-0.446643
 r_peak47711.000000 r_peak_value2.294391 rr_pre_interval298.000000 rr_post_interval299.000000 p_onset34.000000 p_onset_val-1.658274 p_peak187.000000 p_peak_val-0.163902 p_end234.000000 p_end_val-0.356348 qrs_onset288.000000 qrs_onset_val-0.197773 qrs_end17.000000 qrs_end_val0.095582 t_peak114.000000 t_peak_val1.454532 t_end174.000000 t_end_val-0.256144
 r_peak48010.000000 r_peak_value2.229627 rr_pre_interval299.000000 rr_post_interval309.000000 p_onset269.000000 p_onset_val-0.242554 p_peak285.000000 p_peak_val-0.202789 p_end290.000000 p_end_val-0.186488 qrs_onset295.000000 qrs_onset_val-0.170312 qrs_end15.000000 qrs_end_val0.558027 t_peak121.000000 t_peak_val1.094391 t_end176.000000 t_end_val-0.294027
 r_peak48319.000000 r_peak_value2.038465 rr_pre_interval309.000000 rr_post_interval637.000000 p_onset328.000000 p_onset_val1.805565 p_peak453.000000 p_peak_val0.979498 p_end511.000000 p_end_val-0.177300 qrs_onset622.000000 qrs_onset_val-0.335250 qrs_end19.000000 qrs_end_val0.475188 t_peak323.000000 t_peak_val2.146646 t_end365.000000 t_end_val-1.985551
 r_peak48956.000000 r_peak_value1.954263 rr_pre_interval637.000000 rr_post_interval600.000000 p_onset304.000000 p_onset_val1.674453 p_peak439.000000 p_peak_val0.939652 p_end500.000000 p_end_val-0.231297 qrs_onset586.000000 qrs_onset_val-0.288243 qrs_end17.000000 qrs_end_val0.421818 t_peak301.000000 t_peak_val1.947744 t_end341.000000 t_end_val-1.848277
 r_peak49556.000000 r_peak_value1.972399 rr_pre_interval600.000000 rr_post_interval295.000000 p_onset180.000000 p_onset_val-0.223748 p_peak201.000000 p_peak_val-0.188543 p_end241.000000 p_end_val-0.300328 qrs_onset283.000000 qrs_onset_val-0.201974 qrs_end16.000000 qrs_end_val0.576661 t_peak118.000000 t_peak_val1.347539 t_end168.000000 t_end_val-0.236286
 r_peak49851.000000 r_peak_value2.016569 rr_pre_interval295.000000 rr_post_interval304.000000 p_onset88.000000 p_onset_val0.627461 p_peak187.000000 p_peak_val-0.250345 p_end209.000000 p_end_val-0.344294 qrs_onset289.000000 qrs_onset_val-0.278669 qrs_end16.000000 qrs_end_val0.535252 t_peak123.000000 t_peak_val1.251287 t_end205.000000 t_end_val-0.347601
 r_peak50155.000000 r_peak_value2.253950 rr_pre_interval304.000000 rr_post_interval629.000000 p_onset318.000000 p_onset_val1.834405 p_peak443.000000 p_peak_val1.017056 p_end500.000000 p_end_val-0.204719 qrs_onset617.000000 qrs_onset_val-0.290534 qrs_end20.000000 qrs_end_val0.368401 t_peak314.000000 t_peak_val2.337179 t_end354.000000 t_end_val-1.687396
